source_pdf,authors,year,title,journal,pmid,doi
Edinburgh Infectious Diseases publications 2013 2.pdf,Dickinson,2013,"Transcriptional profiling technology for 
studying vaccine responses: an untapped goldmine",Methods 60:269 -274,25858856,"DOI:
    
  

      10.1016/j.vaccine.2015.03.075"
Edinburgh Infectious Diseases publications 2013 2.pdf,Woolhouse,2013,"The performance of approximations of 
farm contiguity compared to contiguity defined using detailed geographical information in two sample areas 
in Scotland: implications for foot -and-mouth disease modelling",BMC Vet Res 9:198,37866130,"DOI:
    
  

      10.1016/j.prevetmed.2023.106045"
Edinburgh Infectious Diseases publications 2013 2.pdf,Hunter,2013,"Evidence in Sheep for Pre -Natal Transmission of Scrapie to 
Lambs from Infected Mothers",PLoS One 8:e79433,21918004,"DOI:
    
  

      10.1099/vir.0.034652-0"
Edinburgh Infectious Diseases publications 2013 2.pdf,Hutchings,2013,"Modelling parasite transmission 
in a grazing system: the importance of host behaviour and immunity",PLoS One 8:e77996,12521260,"DOI:
    
  

      10.1016/s0065-308x(02)52011-x"
Edinburgh Infectious Diseases publications 2013 2.pdf,Jones,2013,"A flagellated motile Salmonella Gallinarum mutant (SG Fla) elicits a pro -inflammatory response 
from avian epithelial cells and  macrophages and is less virulent to chickens",Vet Microbiol,27387725,"DOI:
    
  

      10.1016/j.tvjl.2016.05.006"
Edinburgh Infectious Diseases publications 2013 2.pdf,Lewis,2013,"Age -related variation in reproductive 
traits in the wandering albatross: evidence for terminal improvement following senescence","Ecol Lett 
16:642649",28605018,"DOI:
    
  

      10.1111/1365-2656.12712"
Edinburgh Infectious Diseases publications 2013 2.pdf,Kellam,2013,"Restriction of V3 region sequence divergence in the HIV -1 envelope gene during antiretroviral 
treatment in a cohort of recent ser oconverters",Retrovirology 10:8,15090786,"DOI:
    
  

      10.1097/00002030-200403050-00001"
Edinburgh Infectious Diseases publications 2013 2.pdf,Hume,2013,"Production and characterisation of a monoclonal antibody that recognises the chicken CSF1 receptor and 
confirms that expression is restricted to macrophage -lineage cells",Dev Comp Immunol,31870792,"DOI:
    
  

      10.1016/j.dci.2019.103586"
Edinburgh Infectious Diseases publications 2013 2.pdf,Viatour,2013,"Inactivation of the RB family prevents thymus involution and promotes 
thymic function by direct control o f Foxn1 expression",J Exp Med 210:1087 -1097,26983083,"DOI:
    
  

      10.1371/journal.pone.0151666"
Edinburgh Infectious Diseases publications 2013 2.pdf,Woolhouse,2013,"Impact of changes in cattle movement regulations on 
the risks of bovine tuberculosis for Scottish farms",Prev Vet Med 108:125 -136,24206865,"DOI:
    
  

      10.1186/1746-6148-9-225"
Edinburgh Infectious Diseases publications 2013 2.pdf,Woolhouse,2013,"Risk factors for bovine tuberculosis in low incidence 
regions related to the movements of cattle",BMC Vet Res 9:225,22897858,"DOI:
    
  

      10.1016/j.prevetmed.2012.07.016"
Edinburgh Infectious Diseases publications 2013 2.pdf,Humphry,2013,"Relative associations of cattle 
movements, local spread, and biosecurity with bovine viral diarrhoea virus (BVDV) seropositivity in beef and 
dairy herds",Prev Vet Med 112:285 -295,24269107,"DOI:
    
  

      10.1016/j.tvjl.2013.09.017"
Edinburgh Infectious Diseases publications 2013 2.pdf,Allen,2013,"Type 2 immunity and wound healing: evolutionary refinement 
of adaptive immunity by helminths",Nat Rev Immunol 13:607 -614,27648452,"DOI:
    
  

      10.1155/2016/8634603"
Edinburgh Infectious Diseases publications 2013 2.pdf,Hulme,2013,Triazole biotin: a tight -binding biotinidase -resistant conjugate,"Org 
Biomol Chem 11:7700 -7704",16704194,"DOI:
    
  

      10.1021/bc050297w"
Edinburgh Infectious Diseases publications 2013 2.pdf,Smith,2013,Early life response to infection,Curr Opin Infect Dis 26:213218,23449137,"DOI:
    
  

      10.1097/QCO.0b013e32835fb8bf"
Edinburgh Infectious Diseases publications 2013 2.pdf,Burt,2013,"Microarray resources for genetic and genomic studies in chicken: a 
review",Genesis 51:337 -356,19535508,"DOI:
    
  

      10.1093/bfgp/elp013"
Edinburgh Infectious Diseases publications 2013 2.pdf,Sivaraman,2013,"A Second Case of Foul Smelling Urine in a Boy Caused by Aerococcus 
urinae",Pediatr Infect Dis J 32:1300 -1301,29574655,"DOI:
    
  

      10.1007/s10067-018-4072-8"
Edinburgh Infectious Diseases publications 2013 2.pdf,Yeh,2013,"Time -lapse ultrashort pulse 
microscopy of infection in three -dimensional versus two -dimensional culture environments reveals enhanced 
extra -chromosomal virus replication co mpartment formation",J Biomed Opt 18:31111,29743368,"DOI:
    
  

      10.1128/JVI.00296-18"
Edinburgh Infectious Diseases publications 2013 2.pdf,Yeh,2013,"Time -lapse ultrashort 
pulse microscopy of infection in three -dimensional versus two -dimensional culture environments reveals 
enhanced extra -chromosomal virus repli cation compartment formation",J Biomed Opt 18:031111,29743368,"DOI:
    
  

      10.1128/JVI.00296-18"
Edinburgh Infectious Diseases publications 2013 2.pdf,Rainard,2013,"Differential response of bovine mammary epithelial cells to Staphylococcus aureus or Escherichia coli agonists 
of the innate immune system",Vet R es 44:40,23758654,"DOI:
    
  

      10.1186/1297-9716-44-40"
Edinburgh Infectious Diseases publications 2013 2.pdf,Brandner,2013,"Prevalent abnormal prion protein in human appendixes after bovine spongiform encephalopathy epizootic:  
large scale survey",Bmj 347:f5675,24129060,"DOI:
    
  

      10.1136/bmj.f5994"
Edinburgh Infectious Diseases publications 2013 2.pdf,McKeigue,2013,"Inference of identity by descent in population isolates 
and optimal sequencing studi es",Eur J Hum Genet 21:1140 -1145,23535385,"DOI:
    
  

      10.1534/genetics.113.150029"
Edinburgh Infectious Diseases publications 2013 2.pdf,Skuce,2013,"Identification of the 
rumen fluke, Calicophoron daubneyi, in GB livestock: possible implications for liver fluke diagnosis","Vet 
Parasitol 195:65 -71",38308933,"DOI:
    
  

      10.1016/j.vetpar.2024.110142"
Edinburgh Infectious Diseases publications 2013 2.pdf,Hopkins,2013,"Exploring the abomasal lymph node transcriptome for 
genes associated with resistance to the sheep nematode Teladorsagia circumcincta",Vet Res 44:68,27270397,"DOI:
    
  

      10.1016/j.vetpar.2016.05.014"
Edinburgh Infectious Diseases publications 2013 2.pdf,Michels,2013,"Translocation of solutes and proteins 
across the glycosomal membrane of trypanosomes; possibilities and limitations for targeting with 
trypanocidal drugs",Parasitology 140:1 -20,7826002,"DOI:
    
  

      10.1146/annurev.mi.48.100194.000541"
Edinburgh Infectious Diseases publications 2013 2.pdf,Michels,2013,"Ubiquitination of the glycosomal matrix protein receptor PEX5 in Trypanosoma brucei by PEX4 displays novel 
features",Biochim Biophys Acta 1833:3076 -3092,17320990,"DOI:
    
  

      10.1016/j.bbamcr.2007.01.006"
Edinburgh Infectious Diseases publications 2013 2.pdf,Michels,2013,"Biochemical effects of riluzole on Leishmania 
parasites",Exp Parasitol 133:250 -254,22946585,"DOI:
    
  

      10.1021/jm300563f"
Edinburgh Infectious Diseases publications 2013 2.pdf,Davidson,2013,"Cationic host defence peptides: potential as antiviral 
therapeutics",BioDrugs 27:479 -493,23649937,"DOI:
    
  

      10.1007/s40259-013-0039-0"
Edinburgh Infectious Diseases publications 2013 2.pdf,McGeachy,2013,Autoimmune memory T helper 17 cell function and expansion are dependent on interleukin -23,"Cell Rep 
3:1378 -1388",23623497,"DOI:
    
  

      10.1016/j.celrep.2013.03.035"
Edinburgh Infectious Diseases publications 2013 2.pdf,Woolhouse,2013,"Reconstructing 
Geographical Movements and Host Species Transitions of Foot -and-Mouth Disease Virus Serotype SAT 2",MBio 4,12771430,"DOI:
    
  

      10.1099/vir.0.18859-0"
Edinburgh Infectious Diseases publications 2013 2.pdf,Randall,2013,"STAT2 deficiency and susceptibility to viral 
illness in humans",Proc Natl Acad Sci  U S A 110:3053 -3058,23391734,"DOI:
    
  

      10.1073/pnas.1220098110"
Edinburgh Infectious Diseases publications 2013 2.pdf,Unger,2013,"The impact of 
tubal ectopic pregnancy in Papua New Guinea - a retrospective case review",BMC Pregnancy Childbirth 13:86,30915881,"DOI:
    
  

      10.1080/01443615.2018.1557610"
Edinburgh Infectious Diseases publications 2013 2.pdf,Bradley,2013,"Polymers for the cell -specific 
immobilisation of megakaryocytic cell lines",Macromol Biosci 13:437 -443,23417870,"DOI:
    
  

      10.1002/mabi.201200368"
Edinburgh Infectious Diseases publications 2013 2.pdf,White,2013,"Modelling the impact of 
vaccination on tuberculosis in badgers",Epidemiol Infect 141:1417 -1427,23570613,"DOI:
    
  

      10.1017/S0950268813000642"
Edinburgh Infectious Diseases publications 2013 2.pdf,White,2013,"Modelling the impact of 
vaccination on tuberculosis in badgers - CORRIGENDUM",Epidemiol Infect 141:1428,26774448,"DOI:
    
  

      10.1016/j.prevetmed.2015.12.012"
Edinburgh Infectious Diseases publications 2013 2.pdf,Wierenga,2013,"Crystal structures of SCP2 -thiolases of Trypanosomatidae, human pathogens causing 
widespread tropical diseases: the importance for catalysis of the cysteine of the unique HDCF loop","Biochem J 
455:119 -130",28062645,"DOI:
    
  

      10.1093/protein/gzw080"
Edinburgh Infectious Diseases publications 2013 2.pdf,Holmes,2013,A novel hybrid SCCmec -mecC region in Staphylococcus sciuri,"J 
Antimicrob Chemother",21636525,"DOI:
    
  

      10.1128/AAC.00187-11"
Edinburgh Infectious Diseases publications 2013 2.pdf,Holmes,2013,"Whole genome sequencing identifies zoonotic transmission of MRSA isolates with the novel 
mecA homologue mecC",EMBO Mol Med 5:509 -515,23554168,"DOI:
    
  

      10.1002/emmm.201302622"
Edinburgh Infectious Diseases publications 2013 2.pdf,Johannessen,2013,"High risk of 
cytomegalovirus infection following solid organ transplantation despite prophylactic therapy","J Med Virol 
85:893 -898",23508914,"DOI:
    
  

      10.1002/jmv.23539"
Edinburgh Infectious Diseases publications 2013 2.pdf,Simmonds,2013,Co -circulation of enteroviruses between apes and humans,J Gen Virol,24189620,"DOI:
    
  

      10.1099/vir.0.059048-0"
Edinburgh Infectious Diseases publications 2013 2.pdf,Campbell,2013,"Measuring coverage in MNCH: a prospective validation study in Pakistan 
and Bangladesh on measuring correct tre atment of childhood pneumonia",PLoS Med 10:e1001422,23667338,"DOI:
    
  

      10.1371/journal.pmed.1001421"
Edinburgh Infectious Diseases publications 2013 2.pdf,Ironside,2013,Variably protease -sensitive prionopathy in the UK: a retrospective review 1991 -2008,Brain 136:1102 -1115,25331173,"DOI:
    
  

      10.1186/s40478-014-0152-4"
Edinburgh Infectious Diseases publications 2013 2.pdf,Sasieni,2013,"Characteristics of HPV infection over time in European 
women who are HIV -1 positive",Bjog 120:41 -49,26997018,"DOI:
    
  

      10.4103/0971-5916.178614"
Edinburgh Infectious Diseases publications 2013 2.pdf,Rambaut,2013,"Real -time characterization of the molecular epidemiology of an 
influenza pandemic",Biol Lett 9:20130331,23883574,"DOI:
    
  

      10.1098/rsbl.2013.0331"
Edinburgh Infectious Diseases publications 2013 2.pdf,Shaw,2013,"Gastrointestinal parasitic burdens in UK tortoises: a survey of 
tortoise owners and potential risk factors",Vet Rec 173:525,29914556,"DOI:
    
  

      10.1186/s13071-018-2936-z"
Edinburgh Infectious Diseases publications 2013 2.pdf,Cravo,2013,"Artemisinin resistance in rodent malaria - mutation in the AP2 
adaptor mu -chain suggests involvem ent of endocytosis and membrane protein trafficking",Malar J 12:118,20846421,"DOI:
    
  

      10.1186/1471-2164-11-499"
Edinburgh Infectious Diseases publications 2013 2.pdf,Nubel,2013,"A genomic portrait of the emergence, evolution and 
global spread of a methicillin resistant Staphylococcus aureus pandemic",Genome Res,22586109,"DOI:
    
  

      10.1073/pnas.1202869109"
Edinburgh Infectious Diseases publications 2013 2.pdf,Nubel,2013,"A genomic portrait of the emergence, evolution, and 
global spread of a methicillin -resistant Staphylococcus aureus pandemic",Genome Res 23:653 -664,22586109,"DOI:
    
  

      10.1073/pnas.1202869109"
Edinburgh Infectious Diseases publications 2013 2.pdf,Fitzgerald,2013,"Genome -wide single nucleotide polymorphism -based assay for high -resolution 
epidemiological analysis of the methicillin -resistant Staphylococcus aureus hospital clone EMRSA -15","Clin 
Microbiol Infect",24433924,"DOI:
    
  

      10.1016/j.jhin.2013.11.007"
Edinburgh Infectious Diseases publications 2013 2.pdf,Loake,2013,"Orchestrating plant development, metabolism and plant -microbe 
interactions - NO problem! New Phytol 197:1035 -1038",177,31541734,"DOI:
    
  

      10.1016/j.niox.2019.09.006"
Edinburgh Infectious Diseases publications 2013 2.pdf,Walkinshaw,2013,"Consensus docking - improving the reliability of docking in a 
virtual screening context",J Chem Inf Model,27108770,"DOI:
    
  

      10.1039/c6cp01555g"
Edinburgh Infectious Diseases publications 2013 2.pdf,Walkinshaw,2013,"Consensus docking: improving the reliability of docking in a 
virtual screening context",J Chem Inf Model 53:384 -390,27108770,"DOI:
    
  

      10.1039/c6cp01555g"
Edinburgh Infectious Diseases publications 2013 2.pdf,Li,2013,"The duck genome and transcriptome provide insight 
into an avian influenza virus  reservoir species",Nat Genet 45:776 -783,34804075,"DOI:
    
  

      10.3389/fimmu.2021.786205"
Edinburgh Infectious Diseases publications 2013 2.pdf,Mellanby,2013,"The 
influence of interview on decision making and selection of prospective veterinary undergraduate students",Vet Rec 173:368,24141162,"DOI:
    
  

      10.1136/vr.f6214"
Edinburgh Infectious Diseases publications 2013 2.pdf,Freeman,2013,"Can DCs be distinguished from macrophages by 
molecular signatures? Nat Immunol 14:187 -189",182,23416664,"DOI:
    
  

      10.1038/ni.2516"
Edinburgh Infectious Diseases publications 2013 2.pdf,Pybus,2013,Hepatitis C virus in fections in the Democratic Republic of Congo exhibit a cohort effect,"Infect 
Genet Evol 19:386 -394",29048459,"DOI:
    
  

      10.1093/cid/cix771"
Edinburgh Infectious Diseases publications 2013 2.pdf,Horikoshi,2013,"Trypanosoma brucei 14 -3-3I and II proteins predominantly form a heterodimer 
structure that acts as a potent cell cycl e regulator in vivo",J Biochem 153:431 -439,15653691,"DOI:
    
  

      10.1074/jbc.M412336200"
Edinburgh Infectious Diseases publications 2013 2.pdf,Gillies,2013,"The effect of a large Legi onnaires' disease outbreak in Southwest Edinburgh on acute and critical care 
services",Qjm 106:1087 -1094,8107628,
Edinburgh Infectious Diseases publications 2013 2.pdf,Roca,2013,"Colletotrichum lindemuthianum exhibits 
different patterns of nuclear division at different stages in its vegetative life cycle",Mycologia 105:795 -801,20965055,"DOI:
    
  

      10.1016/j.funbio.2009.11.006"
Edinburgh Infectious Diseases publications 2013 2.pdf,Applegate,2013,"Sequencing of the Hepatitis 
C Virus: A Systematic Review",PLoS One 8:e67073,23826196,"DOI:
    
  

      10.1371/journal.pone.0067073"
Edinburgh Infectious Diseases publications 2013 2.pdf,Nair,2013,"Risk factors for 
severe acute lower respiratory infections in children: a systematic review and meta -analysis","Croat Med J 
54:110 -121",23630139,"DOI:
    
  

      10.3325/cmj.2013.54.110"
Edinburgh Infectious Diseases publications 2013 2.pdf,Boissonnas,2013,"CX3CR1 reduces Ly6Chigh -monocyte motility within and release from the bone 
marrow after chemotherapy in mice",Blood 122:6 74-683,26160897,"DOI:
    
  

      10.1681/ASN.2015010009"
